Referência,Versão,Pré-determinado,Tipo,EAN13,Família,Catálogo,"Tarifa Nacional",Garantia,"Etiqueta V/F","Folha de Dados",Descrição,masterfile.tender_text,masterfile.codi_duaner,Material,Acabado,Largo,Amplitude,Altura,Projeção,"Fonte de Luz","Incluir lâmpada","Eficiência energética","Unidades Masterbox","Produto descatalogado","Lançamento de produto","Peso embalado (kg)","Weight master box","Peso líquido (kg)","Unidade de Volume (m3)","Volume Master box (m3)","Length Box 1","Largura da caixa 1","Altura da caixa 1","Length Box 2","Largura da caixa 2","Altura da caixa 2","Length Box 3","Largura da caixa 3","Altura da caixa 3","Length MB 1","Amplitude MB 1","Altura MB 1","Length MB 2","Amplitude MB 2","Altura MB 2","Length MB 3","Amplitude MB 3","Altura MB 3","Watts (W)","Lúmens (lm)","Real Lumens (lm)","Temperatura de cor do LED (K)",CRI,"Facho de Luz","Regulação de Tipo",IP,IK,"Imagem Web","Imagem de ambiente 1","Imagem de ambiente 2","Imagem de ambiente 3","Imagem de detalhe 1","Imagem de detalhe 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Acessórios,3D,masterfile.ies,masterfile.ldt,"Codi Quênia","Codi RETILAP","Codi Marrocos","Código do País 4","Código do País 5","Código do País 6",Modelo
TC-0071-NEG,V0,Sim,Módulo,8445386687650,"Mix Module LED CCT 11,2W",Forlight,"41,95",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/TC-0071-NEG.html,"MÓDULO MIX MODULE LED CCT 11,2W 11.2W SW 3000-4000-5000K CRI 80 ON-OFF PRETO 16","LedsC4 Mix Module LED CCT 11,2W TC-0071-NEG  Módulo de uso interior para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Vidro. Acabamento difusor: Transparente. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.32 Largura ou diâmetro do produto (mm): 58 Altura do produto (mm): 96  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 9.3W. Temperatura de cor: SW 3000-4000-5000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 22.2. Risco fotobiológico: RG1. Fluxo real (lm): 962. Fluxo nominal (lm): 1624. Lm/W reais: 86. Intervalo de tensão / frequência: 100-240/50-60Hz. Tensão: 36. Equipamento incluído: Sim. Potência total: 11.2. Fator de potência: 0.89. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Vidro","Preto, Transparente",,58,96,,"1xLED 9.3 1624 lm",Sim,F,20,"Discontinuo PT",,"0,37","7,4","0,32","0,001","0,02",120,90,65,,,,,,,,,,,,,,,,"11,2",1624,962,"SW 3000-4000-5000K",80,"FLOOD + HONEYCOMB",ON-OFF,,,https://files.ledsc4.com/main-photo/TC-0071-NEG,,,,,,https://files.ledsc4.com/imc/TC-0071-NEG.html,https://files.ledsc4.com/el/TC-0071-NEG.html,https://files.ledsc4.com/fm/TC-0071-NEG.html,,https://files.ledsc4.com/ft3/pt/TC-0071-NEG.html,,https://files.ledsc4.com/ies/TC-0071-NEG.html,https://files.ledsc4.com/ldt/TC-0071-NEG.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
DE-0148-BLA,V0,Sim,"Luminária flexível",8445386694924,Pomo,DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0148-BLA.html,"LUMINÁRIA FLEXÍVEL POMO E27 15W BRANCO MADEIRA CLARA","LedsC4 Pomo DE-0148-BLA  Luminária flexível  O módulo ótico pode facilmente girar 360º. Material da estrutura: Madeira, Aço. Acabamento estrutura: Branco, Madeira clara. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.79 Largura ou diâmetro do produto (mm): 150 Altura do produto (mm): 400 Saída do produto (mm): 320  Classe 2. IP: IP20. Potência total: 15.",9405299090,"Madeira, Aço","Branco, Madeira clara, Mate",,150,400,320,,Não,"NA EPREL",8,"Inactivo PT",2024,"1,17","9,36","0,79","0,016","0,128",280,175,300,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0148-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0148-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0148-BLA,https://files.ledsc4.com/detail-photo/2/DE-0148-BLA,https://files.ledsc4.com/imc/DE-0148-BLA.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-II,,,,
DE-0147-NEG,V0,Sim,"Luminária flexível",8445386694887,Cripto,Ecommerce,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0147-NEG.html,"LUMINÁRIA FLEXÍVEL CRIPTO E27 15W PRETO MADEIRA CLARA","LedsC4 Cripto DE-0147-NEG  Luminária flexível  O módulo ótico pode facilmente girar 360º. Material da estrutura: Madeira, Aço. Acabamento estrutura: Preto, Madeira clara. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.07 Largura ou diâmetro do produto (mm): 150 Altura do produto (mm): 410 Saída do produto (mm): 200  Classe 2. IP: IP20. Potência total: 15.",9405299090,"Madeira, Aço","Preto, Madeira clara, Mate",,150,410,200,,Não,"NA EPREL",8,"Inactivo PT",2024,"1,48","11,84","1,07","0,015","0,12",175,175,440,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0147-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0147-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0147-NEG,https://files.ledsc4.com/detail-photo/2/DE-0147-NEG,https://files.ledsc4.com/imc/DE-0147-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-II,,,,
DE-0147-BLA,V0,Sim,"Luminária flexível",8445386694894,Cripto,Ecommerce,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0147-BLA.html,"LUMINÁRIA FLEXÍVEL CRIPTO E27 15W MADEIRA CLARA BRANCO","LedsC4 Cripto DE-0147-BLA  Luminária flexível  O módulo ótico pode facilmente girar 360º. Material da estrutura: Madeira, Aço. Acabamento estrutura: Madeira clara, Branco. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.07 Largura ou diâmetro do produto (mm): 150 Altura do produto (mm): 410 Saída do produto (mm): 200  Classe 2. IP: IP20. Potência total: 15.",9405299090,"Madeira, Aço","Madeira clara, Branco, Mate",,150,410,200,,Não,,8,"Inactivo PT",2024,"1,48","11,84","1,07","0,015","0,12",175,175,440,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0147-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0147-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0147-BLA,https://files.ledsc4.com/detail-photo/2/DE-0147-BLA,https://files.ledsc4.com/imc/DE-0147-BLA.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-II,,,,
TC-0004-NEG,V0,Sim,"Encastrados de teto",8445386721033,"Jet Ø160mm",Forlight,"35,4",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/TC-0004-NEG.html,"ENCASTRADOS DE TETO JET Ø160MM LED 20.3W 3000K ON-OFF PRETO IN IP20 / OUT IP54 ","LedsC4 Jet Ø160mm TC-0004-NEG  Encastrados de teto de uso interior para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.42 Largura ou diâmetro do produto (mm): 160 Altura do produto (mm): 57 Ø do orifício de encastrar (mm): 150 Espessura de teto adequada: 0-25  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. Teste de fio incandescente: 750. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 17.8W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 22.7. Risco fotobiológico: RG0. Fluxo real (lm): 1201. Fluxo nominal (lm): 2135. Lm/W reais: 59. Intervalo de tensão / frequência: 100-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 20.3. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Preto, Branco opalino",,160,57,,"1xLED 17.8 2135.00 lm",Sim,E,20,"Discontinuo PT",2024,"0,52","10,4","0,42","0,002","0,04",170,170,67,,,,,,,,,,,,,,,,"20,3","2135,00",1201,3000K,80,,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0004-NEG,,,,,,https://files.ledsc4.com/imc/TC-0004-NEG.html,https://files.ledsc4.com/el/TC-0004-NEG.html,https://files.ledsc4.com/fm/TC-0004-NEG.html,,,,https://files.ledsc4.com/ies/TC-0004-NEG.html,https://files.ledsc4.com/ldt/TC-0004-NEG.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
AG33-P3V8F1OS60,V0,Sim,"Encastrados de teto",8445386739649,"Play Flat Mini Round Fixed",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/AG33-P3V8F1OS60.html,"ENCASTRADOS DE TETO PLAY FLAT MINI ROUND FIXED LED 4.5W 2700K CRI 80 46.6º ON-O","LedsC4 Play Flat Mini Round Fixed AG33-P3V8F1OS60  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: PMMA. Acabamento difusor: Transparente. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.09 Largura ou diâmetro do produto (mm): 45 Altura do produto (mm): 30 Ø do orifício de encastrar (mm): 40 Espessura de teto adequada: 0-10  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 3.2W. Temperatura de cor: 2700K. Índice de reprodução cromática: 80. Steps Mac Adam: 2. Horas de vida útil: 50.000h L80B20. UGR: 23.3. Risco fotobiológico: RG1. % de Flickering: +/- 3%. Fluxo real (lm): 366. Lm/W reais: 81. Intervalo de tensão / frequência: 220-240 VAC/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 4.5. Fator de potência: 0.60. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, PMMA","Preto, Transparente",,45,30,,,Sim,F,36,"Descatalogado PT",2024,"0,12","4,32","0,09","0,001","0,036",130,90,50,,,,,,,,,,,,,,,,"4,5",,366,2700K,80,FLOOD,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG33-P3V8F1OS60,,,,,,https://files.ledsc4.com/imc/AG33-P3V8F1OS60.html,https://files.ledsc4.com/el/AG33-P3V8F1OS60.html,https://files.ledsc4.com/fm/AG33-P3V8F1OS60.html,,https://files.ledsc4.com/ft3/pt/AG33-P3V8F1OS60.html,https://files.ledsc4.com/3d/AG33-P3V8F1OS60.html,https://files.ledsc4.com/ies/AG33-P3V8F1OS60.html,https://files.ledsc4.com/ldt/AG33-P3V8F1OS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Mini Round Fixed"
AG34-P3V8M2OS60,V0,Sim,"Encastrados de teto",8445386739793,"Play Flat Mini Round Adjustable",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/AG34-P3V8M2OS60.html,"ENCASTRADOS DE TETO PLAY FLAT MINI ROUND ADJUSTABLE LED 4.5W 2700K CRI 80 28.6º","LedsC4 Play Flat Mini Round Adjustable AG34-P3V8M2OS60  Encastrados de teto para iluminar para baixo.  Fonte de luz orientável. Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: PMMA. Acabamento difusor: Transparente. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.08 Largura ou diâmetro do produto (mm): 52 Altura do produto (mm): 35 Ø do orifício de encastrar (mm): 42 Espessura de teto adequada: 0-13  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 3.2W. Temperatura de cor: 2700K. Índice de reprodução cromática: 80. Steps Mac Adam: 2. Horas de vida útil: 50.000h L80B20. UGR: 18.3. Risco fotobiológico: RG1. % de Flickering: +/- 3%. Fluxo real (lm): 372. Lm/W reais: 83. Intervalo de tensão / frequência: 220-240 VAC/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 4.5. Fator de potência: 0.60. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, PMMA","Preto, Transparente",,52,35,,,Sim,F,36,"Descatalogado PT",,"0,11","3,96","0,08","0,001","0,036",130,90,50,,,,,,,,,,,,,,,,"4,5",,372,2700K,80,MEDIUM,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG34-P3V8M2OS60,,,,,,https://files.ledsc4.com/imc/AG34-P3V8M2OS60.html,https://files.ledsc4.com/el/AG34-P3V8M2OS60.html,https://files.ledsc4.com/fm/AG34-P3V8M2OS60.html,,https://files.ledsc4.com/ft3/pt/AG34-P3V8M2OS60.html,https://files.ledsc4.com/3d/AG34-P3V8M2OS60.html,https://files.ledsc4.com/ies/AG34-P3V8M2OS60.html,https://files.ledsc4.com/ldt/AG34-P3V8M2OS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Mini Round Adjustable"
TC-0003-NEG,V0,Sim,"Encastrados de teto",8445386782720,"Jet Ø120mm",Forlight,"25,5",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/TC-0003-NEG.html,"ENCASTRADOS DE TETO JET Ø120MM LED 10.1W 4000K ON-OFF PRETO IN IP20 / OUT IP54 ","LedsC4 Jet Ø120mm TC-0003-NEG  Encastrados de teto de uso interior para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.31 Largura ou diâmetro do produto (mm): 120 Altura do produto (mm): 53 Ø do orifício de encastrar (mm): 105 Espessura de teto adequada: 0-25  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. Teste de fio incandescente: 750. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 8.5W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 22.1. Risco fotobiológico: RG0. Fluxo real (lm): 549. Fluxo nominal (lm): 1020. Lm/W reais: 54. Intervalo de tensão / frequência: 100-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 10.1. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Preto, Branco opalino",,120,53,,"1xLED 8.5 1020.00 lm",Sim,E,40,"Discontinuo PT",2024,"0,37","14,8","0,31","0,001","0,04",130,130,63,,,,,,,,,,,,,,,,"10,1","1020,00",549,4000K,80,,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0003-NEG,,,,,,https://files.ledsc4.com/imc/TC-0003-NEG.html,https://files.ledsc4.com/el/TC-0003-NEG.html,https://files.ledsc4.com/fm/TC-0003-NEG.html,,,,https://files.ledsc4.com/ies/TC-0003-NEG.html,https://files.ledsc4.com/ldt/TC-0003-NEG.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
DE-0237-NEG,V0,Sim,"Superfície de Parede",8445386824116,"Sfera Single",Forlight,"83,7",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0237-NEG.html,"SUPERFÍCIE DE PAREDE SFERA SINGLE G9 6W PRETO","LedsC4 Sfera Single DE-0237-NEG  Superfície de Parede  Material da estrutura: Aço, Alumínio. Acabamento estrutura: Preto. Material do difusor: Vidro. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.44 Largura ou diâmetro do produto (mm): 120 Altura do produto (mm): 248 Saída do produto (mm): 188  Classe 2. IP: IP44. Potência total: 6.",9405199090,"Aço, Alumínio, Vidro","Preto, OPAL",,120,248,188,,Não,"NA EPREL",12,"Discontinuo PT",2024,"0,75",9,"0,44","0,007","0,084",175,140,270,,,,,,,,,,,,,,,,6,,,,,,,IP44,,https://files.ledsc4.com/main-photo/DE-0237-NEG,,,,https://files.ledsc4.com/detail-photo/1/DE-0237-NEG,https://files.ledsc4.com/detail-photo/2/DE-0237-NEG,https://files.ledsc4.com/imc/DE-0237-NEG.html,,https://files.ledsc4.com/fm/DE-0237-NEG.html,,,,https://files.ledsc4.com/ies/DE-0237-NEG.html,https://files.ledsc4.com/ldt/DE-0237-NEG.html,,RETILAP-DECORATIVE,FX-INC-II,,,,
AG61-P3V8M2OS14,V0,Sim,"Encastrados de teto",8445386814773,"Play Pinhole Mini Round Fixed",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/AG61-P3V8M2OS14.html,"ENCASTRADOS DE TETO PLAY PINHOLE MINI ROUND FIXED LED 4.5W 2700K CRI 80 28.5º O","LedsC4 Play Pinhole Mini Round Fixed AG61-P3V8M2OS14  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: PMMA. Acabamento difusor: Transparente. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.13 Largura ou diâmetro do produto (mm): 65 Altura do produto (mm): 50 Ø do orifício de encastrar (mm): 55 Espessura de teto adequada: 0-15  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 3.2W. Temperatura de cor: 2700K. Índice de reprodução cromática: 80. Steps Mac Adam: 2. Horas de vida útil: 50.000h L80B20. UGR: 11.9. Risco fotobiológico: RG1. % de Flickering: +/- 3%. Fluxo real (lm): 330. Lm/W reais: 73. Intervalo de tensão / frequência: 220-240 VAC/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 4.5. Fator de potência: 0.60. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, PMMA","Branco, Transparente",,65,50,,,Sim,F,12,"Descatalogado PT",,"0,17","2,04","0,13","0,002","0,024",105,120,120,,,,,,,,,,,,,,,,"4,5",,330,2700K,80,MEDIUM,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG61-P3V8M2OS14,,,,,,https://files.ledsc4.com/imc/AG61-P3V8M2OS14.html,https://files.ledsc4.com/el/AG61-P3V8M2OS14.html,https://files.ledsc4.com/fm/AG61-P3V8M2OS14.html,,https://files.ledsc4.com/ft3/pt/AG61-P3V8M2OS14.html,https://files.ledsc4.com/3d/AG61-P3V8M2OS14.html,https://files.ledsc4.com/ies/AG61-P3V8M2OS14.html,https://files.ledsc4.com/ldt/AG61-P3V8M2OS14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Pinhole Mini Round Fixed"
DE-0161-BLA,V0,Não,"Série de holofotes",8445386821894,"Artic Single",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0161-BLA.html,"SÉRIE DE HOLOFOTES ARTIC SINGLE LED 5.7W 4000K ON-OFF BRANCO 349LM","LedsC4 Artic Single DE-0161-BLA  Série de holofotes  O módulo ótico pode facilmente girar 360º. Material da estrutura: ABS, Aço. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.18 Largura ou diâmetro do produto (mm): 80 Altura do produto (mm): 86 Saída do produto (mm): 120  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 4.8W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 25.8. Risco fotobiológico: RG0. Fluxo real (lm): 349. Fluxo nominal (lm): 700. Lm/W reais: 61. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 5.7. Fator de potência: 0.59. Equipamento regulável incluído: ON-OFF.",9405119090,"ABS, Aço, Policarbonato","Branco, OPAL",,80,86,120,"1xLED 4.8 700 lm",Sim,D,24,"Discontinuo_NC PT",,"0,23","5,52","0,18","0,001","0,024",90,90,115,,,,,,,,,,,,,,,,"5,7",700,349,4000K,80,HORIZONTAL,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0161-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0161-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0161-BLA,https://files.ledsc4.com/detail-photo/2/DE-0161-BLA,https://files.ledsc4.com/imc/DE-0161-BLA.html,https://files.ledsc4.com/el/DE-0161-BLA.html,https://files.ledsc4.com/fm/DE-0161-BLA.html,,,,https://files.ledsc4.com/ies/DE-0161-BLA.html,https://files.ledsc4.com/ldt/DE-0161-BLA.html,,,FX-LED-I,,,,
DE-0219-NAT,V0,Sim,"Série de holofotes",8445386823676,"Nature Single",Forlight,"31,95",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0219-NAT.html,"SÉRIE DE HOLOFOTES NATURE SINGLE E27 PRETO RATTAN NATURAL","LedsC4 Nature Single DE-0219-NAT  Série de holofotes de uso interior  Fonte de luz orientável. Material da estrutura: Aço, Rattan. Acabamento estrutura: Preto, Rattan natural. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.38 Comprimento do produto (mm): 180 Largura ou diâmetro do produto (mm): 90 Altura do produto (mm): 230  Classe 1. IP: IP20. Potência total: 15.",9405199090,"Aço, Rattan","Preto, Rattan natural, crom",180,90,230,,,Não,"NA EPREL",12,"Discontinuo PT",2024,"0,63","7,56","0,38","0,006","0,072",165,165,192,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0219-NAT,https://files.ledsc4.com/ambience-photo/1/DE-0219-NAT,,,https://files.ledsc4.com/detail-photo/1/DE-0219-NAT,https://files.ledsc4.com/detail-photo/2/DE-0219-NAT,https://files.ledsc4.com/imc/DE-0219-NAT.html,,https://files.ledsc4.com/fm/DE-0219-NAT.html,,,,https://files.ledsc4.com/ies/DE-0219-NAT.html,https://files.ledsc4.com/ldt/DE-0219-NAT.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
PX-0691-NEG,V0,Não,"Superfície de Parede",8445386824734,"Eclipta I",Forlight,"82,8",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0691-NEG.html,"SUPERFÍCIE DE PAREDE IP54 ECLIPTA I LED 10W 3000K ON-OFF PRETO 1190","LedsC4 Eclipta I PX-0691-NEG  Superfície de Parede de uso exterior  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Policarbonato, Vidro. Acabamento difusor: Transparente, OPAL. Proteção contra os raios ultravioleta. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.82 Largura ou diâmetro do produto (mm): 110 Altura do produto (mm): 275 Saída do produto (mm): 220  Classe 1. IP: IP54. IK: IK04. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 8W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 19.1. Risco fotobiológico: RG1. % de Flickering: &lt;5%. Fluxo real (lm): 539. Fluxo nominal (lm): 1190. Lm/W reais: 54. Intervalo de tensão / frequência: 220-240V. Tensão: 3.2. Equipamento incluído: Sim. Potência total: 10. Fator de potência: 0.84. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Policarbonato, Vidro","Preto, Transparente, OPAL",,110,275,220,"1xLED 8 1190 lm",Sim,F,6,"Discontinuo PT",2024,"1,12","6,72","0,82","0,008","0,048",225,115,285,,,,,,,,,,,,,,,,10,1190,539,3000K,80,"Check Photometric file",ON-OFF,IP54,IK04,https://files.ledsc4.com/main-photo/PX-0691-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0691-NEG,https://files.ledsc4.com/ambience-photo/2/PX-0691-NEG,,https://files.ledsc4.com/detail-photo/1/PX-0691-NEG,https://files.ledsc4.com/detail-photo/2/PX-0691-NEG,https://files.ledsc4.com/imc/PX-0691-NEG.html,https://files.ledsc4.com/el/PX-0691-NEG.html,https://files.ledsc4.com/fm/PX-0691-NEG.html,,,,https://files.ledsc4.com/ies/PX-0691-NEG.html,https://files.ledsc4.com/ldt/PX-0691-NEG.html,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0693-NEG,V0,Sim,"Superfície de Parede",8445386822020,Olaf,Forlight,"54,65",3,Solar,https://files.ledsc4.com/ft2/pt/PX-0693-NEG.html,"SUPERFÍCIE DE PAREDE OLAF LED 6.5W 3000K PRETO 800","LedsC4 Olaf PX-0693-NEG  Superfície de Parede de uso interior  Material da estrutura: pp level 05 recycled. Acabamento estrutura: Preto. Material do difusor: Policarbonato. Acabamento difusor: OPAL. Proteção contra os raios ultravioleta. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.33 Comprimento do produto (mm): 90 Largura ou diâmetro do produto (mm): 85 Altura do produto (mm): 190  Classe 3. IP: IP65. IK: IK06. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 6W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG1. Fluxo nominal (lm): 800. Tensão: 3. Equipamento incluído: Sim. Potência total: 6.5.",9405413100,"pp level 05 recycled, Policarbonato","Preto, OPAL",90,85,190,,"1xLED 6 800 lm",Sim,"NA EPREL",32,"Discontinuo PT",,"0,42","13,44","0,33","0,002","0,064",200,95,90,,,,,,,,,,,,,,,,"6,5",800,,3000K,80,,,IP65,IK06,https://files.ledsc4.com/main-photo/PX-0693-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0693-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0693-NEG,https://files.ledsc4.com/detail-photo/2/PX-0693-NEG,https://files.ledsc4.com/imc/PX-0693-NEG.html,,https://files.ledsc4.com/fm/PX-0693-NEG.html,,,,https://files.ledsc4.com/ies/PX-0693-NEG.html,https://files.ledsc4.com/ldt/PX-0693-NEG.html,,RETILAP-APLIQUE,FX-LED-II,,,,
