Referência,Versão,Pré-determinado,Tipo,EAN13,Família,Catálogo,"Tarifa Nacional",Garantia,"Etiqueta V/F","Folha de Dados",Descrição,masterfile.tender_text,masterfile.codi_duaner,Material,Acabado,Largo,Amplitude,Altura,Projeção,"Fonte de Luz","Incluir lâmpada","Eficiência energética","Unidades Masterbox","Produto descatalogado","Lançamento de produto","Peso embalado (kg)","Weight master box","Peso líquido (kg)","Unidade de Volume (m3)","Volume Master box (m3)","Length Box 1","Largura da caixa 1","Altura da caixa 1","Length Box 2","Largura da caixa 2","Altura da caixa 2","Length Box 3","Largura da caixa 3","Altura da caixa 3","Length MB 1","Amplitude MB 1","Altura MB 1","Length MB 2","Amplitude MB 2","Altura MB 2","Length MB 3","Amplitude MB 3","Altura MB 3","Watts (W)","Lúmens (lm)","Real Lumens (lm)","Temperatura de cor do LED (K)",CRI,"Facho de Luz","Regulação de Tipo",IP,IK,"Imagem Web","Imagem de ambiente 1","Imagem de ambiente 2","Imagem de ambiente 3","Imagem de detalhe 1","Imagem de detalhe 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Acessórios,3D,masterfile.ies,masterfile.ldt,"Codi Quênia","Codi RETILAP","Codi Marrocos","Código do País 4","Código do País 5","Código do País 6",Modelo
05-2838-21-21,V0,Não,"Luz de leitura",8435381453220,"Book Round Surface",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/05-2838-21-21.html,"LUZ DE LEITURA BOOK ROUND SURFACE LED 3000K CROMADO 28LM","LedsC4 Book Round Surface 05-2838-21-21  Luz de leitura de uso interior para iluminar para baixo.   Ótima relação preço-rendimento. Ótimo conforto visual. Fácil instalação. Alta durabilidade para um uso intensivo. Material da estrutura: Aço, Alumínio. Acabamento estrutura: Cromado. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.22 Comprimento do produto (mm): 340 Largura ou diâmetro do produto (mm): 90  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 1W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR:  13.0. Risco fotobiológico: RG2. Fluxo real (lm): 28. Fluxo nominal (lm): 94. Lm/W reais: 28. Tensão: 3. Equipamento incluído: Sim. Equipamento multitensão incluído.",9405119090,"Aço, Alumínio",Cromado,340,90,,,"1xLED 1 94.00 lm",Sim,G,6,"Descatalogado PT",2011,"0,6","3,6","0,22","0,007","0,042",260,120,180,,,,,,,,,,,,,,,,,"94,00",28,3000K,80,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/05-2838-21-21,,,,,,https://files.ledsc4.com/imc/05-2838-21-21.html,https://files.ledsc4.com/el/05-2838-21-21.html,https://files.ledsc4.com/fm/05-2838-21-21.html,https://files.ledsc4.com/pl/05-2838-21-21.html,,https://files.ledsc4.com/3d/05-2838-21-21.html,https://files.ledsc4.com/ies/05-2838-21-21.html,https://files.ledsc4.com/ldt/05-2838-21-21.html,,,FX-LED-I,,,,"Book Model 4"
05-2845-21-21,V0,Sim,"Luz de leitura",8435111066362,"Book Rectangular Surface",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/05-2845-21-21.html,"LUZ DE LEITURA BOOK RECTANGULAR SURFACE LED 3W 3000K CROMADO 125LM","LedsC4 Book Rectangular Surface 05-2845-21-21  Luz de leitura de uso interior para iluminar para baixo.   Ótima relação preço-rendimento. Ótimo conforto visual. Fácil instalação. Alta durabilidade para um uso intensivo. Material da estrutura: Aço, Alumínio. Acabamento estrutura: Cromado. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.59 Largura ou diâmetro do produto (mm): 65 Altura do produto (mm): Min 205 Max 445 Saída do produto (mm): Min 40 Max 230  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 3W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR:  19.7. Risco fotobiológico: RG2. Fluxo real (lm): 125. Fluxo nominal (lm): 182. Lm/W reais: 42. Tensão: 3. Equipamento incluído: Sim. Equipamento multitensão incluído. Potência total: 3.",9405119090,"Aço, Alumínio",Cromado,,65,"Min 205 Max 445","Min 40 Max 230","1xLED 3 182.00 lm",Sim,E,6,"Descatalogado PT",2011,"0,76","4,56","0,59","0,004","0,024",260,65,185,,,,,,,,,,,,,,,,3,"182,00",125,3000K,80,MEDIUM,,IP20,,https://files.ledsc4.com/main-photo/05-2845-21-21,https://files.ledsc4.com/ambience-photo/1/05-2845-21-21,https://files.ledsc4.com/ambience-photo/2/05-2845-21-21,,https://files.ledsc4.com/detail-photo/1/05-2845-21-21,https://files.ledsc4.com/detail-photo/2/05-2845-21-21,https://files.ledsc4.com/imc/05-2845-21-21.html,https://files.ledsc4.com/el/05-2845-21-21.html,https://files.ledsc4.com/fm/05-2845-21-21.html,https://files.ledsc4.com/pl/05-2845-21-21.html,,https://files.ledsc4.com/3d/05-2845-21-21.html,https://files.ledsc4.com/ies/05-2845-21-21.html,https://files.ledsc4.com/ldt/05-2845-21-21.html,,RETILAP-DECORATIVE,FX-LED-I,,,,"Book Model 2"
DM-0061-N3-00,V0,Não,"Encastrados de teto",8435381496159,"Multidir One LED 180mm Trim",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DM-0061-N3-00.html,"ENCASTRADOS DE TETO MULTIDIR ONE LED 180MM TRIM G53 100W CINZENTO IP23","LedsC4 Multidir One LED 180mm Trim DM-0061-N3-00  Encastrados de teto de uso interior para iluminar para baixo.   Sistema cardan com alta direcionabilidade. Fonte de luz orientável. Material da estrutura: Aço, Alumínio. Acabamento estrutura: Cinzento. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.96 Comprimento do produto (mm): 180 Largura ou diâmetro do produto (mm): 180 Altura do produto (mm): 135 Ø do orifício de encastrar (mm): 160x160 Espessura de teto adequada: 0-25  Classe 3. Teste de fio incandescente: 850. IP: IP23. Potência total: 100.",9405199090,"Aço, Alumínio",Cinzento,180,180,135,,,Não,"NA EPREL",6,"Descatalogado PT",2011,"1,27","7,62","0,96","0,01","0,06",240,225,150,,,,,,,470,265,470,,,,,,,100,,,,,,,IP23,,https://files.ledsc4.com/main-photo/DM-0061-N3-00,https://files.ledsc4.com/ambience-photo/1/DM-0061-N3-00,,,,,https://files.ledsc4.com/imc/DM-0061-N3-00.html,,,https://files.ledsc4.com/pl/DM-0061-N3-00.html,,https://files.ledsc4.com/3d/DM-0061-N3-00.html,,,,,DW-LED-III,,,,"Multidir One LED 180mm Trim"
DM-0082-14-00,V0,Não,"Encastrados de teto",8435381496203,"Multidir Double LED 299mm Trimless",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DM-0082-14-00.html,"ENCASTRADOS DE TETO MULTIDIR DOUBLE LED 299MM TRIMLESS G53 200W 39.9º BRANCO IP","LedsC4 Multidir Double LED 299mm Trimless DM-0082-14-00  Encastrados de teto de uso interior para iluminar para baixo.   Sistema cardan com alta direcionabilidade. Fonte de luz orientável. Material da estrutura: Aço, Alumínio. Acabamento estrutura: Branco. Garantia: 3 Anos.  Peso líquido do produto (kg): 2.58 Comprimento do produto (mm): 299 Largura ou diâmetro do produto (mm): 155 Altura do produto (mm): 135 Ø do orifício de encastrar (mm): 300x156 Espessura de teto adequada: 0-25  Classe 3. IP: IP23. Potência total: 200.",9405199090,"Aço, Alumínio",Branco,299,155,135,,,Não,"NA EPREL",4,"Descatalogado PT",2011,"3,09","12,36","2,58","0,025","0,1",390,200,275,,,,,,,420,410,575,,,,,,,200,,978,,,"EXTRA MEDIUM",,IP23,,https://files.ledsc4.com/main-photo/DM-0082-14-00,,,,,,https://files.ledsc4.com/imc/DM-0082-14-00.html,,https://files.ledsc4.com/fm/DM-0082-14-00.html,https://files.ledsc4.com/pl/DM-0082-14-00.html,,https://files.ledsc4.com/3d/DM-0082-14-00.html,https://files.ledsc4.com/ies/DM-0082-14-00.html,https://files.ledsc4.com/ldt/DM-0082-14-00.html,,,DW-LED-III,,,,"Multidir Double LED 299mm Trimless"
DM-0082-60-00,V0,Não,"Encastrados de teto",8435526801091,"Multidir Double LED 299mm Trimless",Architectural,,3,"12V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DM-0082-60-00.html,"ENCASTRADOS DE TETO MULTIDIR DOUBLE LED 299MM TRIMLESS G53 200W PRETO IP23","LedsC4 Multidir Double LED 299mm Trimless DM-0082-60-00  Encastrados de teto de uso interior para iluminar para baixo.   Sistema cardan com alta direcionabilidade. Fonte de luz orientável. Material da estrutura: Aço, Alumínio. Acabamento estrutura: Preto. Garantia: 3 Anos.  Peso líquido do produto (kg): 2.58 Comprimento do produto (mm): 299 Largura ou diâmetro do produto (mm): 155 Altura do produto (mm): 135 Ø do orifício de encastrar (mm): 300x156 Espessura de teto adequada: 0-25  Classe 3. IP: IP23. Potência total: 200.",9405199090,"Aço, Alumínio",Preto,299,155,135,,,Não,,4,"Descatalogado PT",2011,"3,09","12,36","2,58","0,025","0,1",390,200,275,,,,,,,420,410,575,,,,,,,200,,,,,,,IP23,,https://files.ledsc4.com/main-photo/DM-0082-60-00,,,,,,https://files.ledsc4.com/imc/DM-0082-60-00.html,,,https://files.ledsc4.com/pl/DM-0082-60-00.html,,https://files.ledsc4.com/3d/DM-0082-60-00.html,,,,,DW-LED-III,,,,"Multidir Double LED 299mm Trimless"
ACT-9105-60-00,V0,Sim,Acessório,8435111095928,"Kit Ceiling Surface",Architectural,,3,,https://files.ledsc4.com/ft2/pt/ACT-9105-60-00.html,"KIT PARA INSTALAÇÃO SUPERFÍCIE SEM CALHA PRETO","LedsC4 Kit Ceiling Surface ACT-9105-60-00  Acessório de uso interior  Material da estrutura: ABS. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.0.",9405990090,ABS,,,,,,,Não,"NA EPREL",1,"Descatalogado PT",2011,"0,09","0,09","0,09","0,001","0,001",100,100,32,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9105-60-00,,,,,,https://files.ledsc4.com/imc/ACT-9105-60-00.html,,,https://files.ledsc4.com/pl/ACT-9105-60-00.html,,,,,,,NA-Accessory,,,,
ACT-9106-14-00,V0,Sim,Acessório,8435111095942,ACCESSORY,Architectural,,5,,https://files.ledsc4.com/ft2/pt/ACT-9106-14-00.html,"ACESSÓRIO ACCESSORY","LedsC4 ACCESSORY ACT-9106-14-00  Acessório de uso interior  Material da estrutura: ABS. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.1 Ø do orifício de encastrar (mm): 105x114 Espessura de teto adequada: 0-3.",9405990090,ABS,,,,,,,Não,"NA EPREL",1,"Inactivo PT",,"0,1","0,1","0,1","0,001","0,001",130,130,60,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9106-14-00,,,,,,https://files.ledsc4.com/imc/ACT-9106-14-00.html,,,https://files.ledsc4.com/pl/ACT-9106-14-00.html,,,,,,,NA-Accessory,,,,
ACT-9106-60-00,V0,Sim,Acessório,8435111095959,ACCESSORY,Architectural,,5,,https://files.ledsc4.com/ft2/pt/ACT-9106-60-00.html,"ACESSÓRIO ACCESSORY","LedsC4 ACCESSORY ACT-9106-60-00  Acessório de uso interior  Material da estrutura: ABS. Garantia: 5 Anos.  Peso líquido do produto (kg): 0..",9405990090,ABS,,,,,,,Não,"NA EPREL",1,"Inactivo PT",,"0,1","0,1","0,1","0,001","0,001",130,130,60,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/ACT-9106-60-00,,,,,,https://files.ledsc4.com/imc/ACT-9106-60-00.html,,,https://files.ledsc4.com/pl/ACT-9106-60-00.html,,,,,,,NA-Accessory,,,,
71-3454-54-M2,V0,Sim,Perfil,8435111079386,"Lineal Surfaced A",Architectural,"54,3",5,,https://files.ledsc4.com/ft2/pt/71-3454-54-M2.html,"PERFIL LINEAL SURFACED A IP20 ALUMÍNIO","LedsC4 Lineal Surfaced A 71-3454-54-M2  Perfil de uso interior   Inclui grampos de fixação, tampas e difusor. Difusor de alta homogeneidade sem sombras nem pontos marcados. Material da estrutura: Alumínio. Acabamento estrutura: Alumínio anodizado. Material do difusor: PMMA. Acabamento difusor: Transparente. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.57 Comprimento do produto (mm): 2000 Largura ou diâmetro do produto (mm): 25 Altura do produto (mm): 19,5  IP: IP20.",9405990090,"Alumínio, PMMA","Alumínio anodizado, Transparente",2000,25,"19,5",,,Não,"NA EPREL",20,"Discontinuo PT",2011,"1,05",21,"0,57","0,004","0,08",2025,40,40,,,,,,,2045,230,180,,,,,,,,,,,,,,IP20,,https://files.ledsc4.com/main-photo/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/1/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/2/71-3454-54-M2,https://files.ledsc4.com/ambience-photo/3/71-3454-54-M2,,,https://files.ledsc4.com/imc/71-3454-54-M2.html,,https://files.ledsc4.com/fm/71-3454-54-M2.html,https://files.ledsc4.com/pl/71-3454-54-M2.html,https://files.ledsc4.com/ft3/pt/71-3454-54-M2.html,https://files.ledsc4.com/3d/71-3454-54-M2.html,https://files.ledsc4.com/ies/71-3454-54-M2.html,https://files.ledsc4.com/ldt/71-3454-54-M2.html,,,NA-Accessory,,,,"Lineal Surface A"
10-4409-21-12,V0,Sim,"Candeeiro de mesa",8435111083253,Emy,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/10-4409-21-12.html,"CANDEEIRO DE MESA EMY E14 9W CROMADO 403LM","LedsC4 Emy 10-4409-21-12  Candeeiro de mesa de uso interior para iluminar para baixo.  O módulo ótico pode facilmente girar 360º. Material da estrutura: Alumínio. Acabamento estrutura: Cromado. Material do difusor: Policarbonato. Acabamento difusor: Fumado, Opala. Garantia: 3 Anos.  Peso líquido do produto (kg): 4.18 Largura ou diâmetro do produto (mm): 205 Altura do produto (mm): Min 540 Max 570 Saída do produto (mm): Min 260 Max 340  Classe 1. IP: IP20. Potência total: 9.",9405299090,"Alumínio, Policarbonato","Cromado, Fumado, Opala",,205,"Min 540 Max 570","Min 260 Max 340",,Não,"NA EPREL",1,"Descatalogado PT",2014,"5,18","5,18","4,19","0,05308","0,05308",300,250,625,270,270,85,,,,,,,,,,,,,9,,403,,,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/10-4409-21-12,https://files.ledsc4.com/ambience-photo/1/10-4409-21-12,,,https://files.ledsc4.com/detail-photo/1/10-4409-21-12,https://files.ledsc4.com/detail-photo/2/10-4409-21-12,https://files.ledsc4.com/imc/10-4409-21-12.html,,https://files.ledsc4.com/fm/10-4409-21-12.html,https://files.ledsc4.com/pl/10-4409-21-12.html,,https://files.ledsc4.com/3d/10-4409-21-12.html,https://files.ledsc4.com/ies/10-4409-21-12.html,https://files.ledsc4.com/ldt/10-4409-21-12.html,,RETILAP-DECORATIVE,PR-INC-I,,,,
05-4695-81-82,V0,Sim,"Superfície de Parede",8435111086643,Torino,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/05-4695-81-82.html,"APLIQUE TORINO E27 60 NÍQUEL ACETINADO. TELA NÃO INCLUÍDA.","LedsC4 Torino 05-4695-81-82  Superfície de Parede de uso interior para iluminar para a frente.   Design by Nahtrang. Design senza tempo. Muito personalizável: acessórios, acabamentos… Acabamentos banhados de alta qualidade. Ótima relação preço-rendimento. Fácil instalação. Coleção completa com produtos complementares. Alta durabilidade para um uso intensivo. Fonte de luz orientável. Material da estrutura: Aço. Acabamento estrutura: Níquel acetinado. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.58 Largura ou diâmetro do produto (mm): 140 Altura do produto (mm): 239 Saída do produto (mm): 249  Classe 1. Teste de fio incandescente: 850. IP: IP20. E27. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 15W. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. Risco fotobiológico: RG2. Fluxo nominal (lm): 182. Tensão: 3. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 3W. Horas de vida útil: 50.000h L80B20. Fluxo nominal (lm): 182. Intervalo de tensão / frequência: 100-240/50-60Hz. Equipamento incluído: Sim. Equipamento multitensão incluído. Potência total: 18.3.",9405119090,Aço,"Níquel acetinado",,140,239,249,"1xE27 15 182.00 lm",Sim,E,8,"Descatalogado PT",2011,"1,03","8,24","0,58","0,01","0,08",265,190,170,,,,,,,730,390,285,,,,,,,"18,3","182,00",,,80,,,IP20,,https://files.ledsc4.com/main-photo/05-4695-81-82,,,,,,https://files.ledsc4.com/imc/05-4695-81-82.html,https://files.ledsc4.com/el/05-4695-81-82.html,https://files.ledsc4.com/fm/05-4695-81-82.html,https://files.ledsc4.com/pl/05-4695-81-82.html,https://files.ledsc4.com/ft3/pt/05-4695-81-82.html,https://files.ledsc4.com/3d/05-4695-81-82.html,https://files.ledsc4.com/ies/05-4695-81-82.html,https://files.ledsc4.com/ldt/05-4695-81-82.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
05-4695-Y2-82,V0,Sim,"Superfície de Parede",8435111086650,Torino,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/05-4695-Y2-82.html,"APLIQUE TORINO E27 60 CASTANHO. TELA NÃO INCLUÍDA.","LedsC4 Torino 05-4695-Y2-82  Superfície de Parede de uso interior para iluminar para a frente.   Design by Nahtrang. Design senza tempo. Muito personalizável: acessórios, acabamentos… Acabamentos banhados de alta qualidade. Ótima relação preço-rendimento. Fácil instalação. Coleção completa com produtos complementares. Alta durabilidade para um uso intensivo. Fonte de luz orientável. Material da estrutura: Aço. Acabamento estrutura: Marrón envejecido. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.58 Largura ou diâmetro do produto (mm): 140 Altura do produto (mm): 239 Saída do produto (mm): 249  Classe 1. Teste de fio incandescente: 850. IP: IP20. E27. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 15W. Horas de vida útil: 50.000h L80B20. LED. N.º de casquilhos ou LED: 1. Marca do LED: CREE. Potência máxima da fonte de luz: 3W. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. Risco fotobiológico: RG2. Intervalo de tensão / frequência: 100-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Equipamento multitensão incluído. Potência total: 18.3.",9405119090,Aço,"Marrón envejecido",,140,239,249,,Sim,,8,"Descatalogado PT",2011,"1,03","8,24","0,58","0,01","0,08",265,190,170,,,,,,,730,390,285,,,,,,,"18,3",,,,,,,IP20,,https://files.ledsc4.com/main-photo/05-4695-Y2-82,https://files.ledsc4.com/ambience-photo/1/05-4695-Y2-82,,,,,https://files.ledsc4.com/imc/05-4695-Y2-82.html,,,https://files.ledsc4.com/pl/05-4695-Y2-82.html,https://files.ledsc4.com/ft3/pt/05-4695-Y2-82.html,https://files.ledsc4.com/3d/05-4695-Y2-82.html,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
30-4398-J7-J7,V0,Não,"Ventilador de tecto",8435111082614,"Phuket ø1320mm",Forlight,"311,1",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/30-4398-J7-J7.html,"VENTILADOR DE TECTO PHUKET Ø1320MM CASTANHO ACOBREADO CASTANHO","LedsC4 Phuket ø1320mm 30-4398-J7-J7  Ventilador de tecto de uso interior para iluminar para baixo.   Indicado para uso intensivo. Material da estrutura: Aço. Acabamento estrutura: Castanho acobreado. Material das lâminas: ABS. Acabamento lâminas: Castanho. Garantia: 5 Anos.  Peso líquido do produto (kg): 8.36 Largura ou diâmetro do produto (mm): 1320 Altura do produto (mm): 330  Classe 1. IP: IP23. Equipamento incluído: No.",8414510090,Aço,"Castanho acobreado",,1320,330,,,Não,"NA EPREL",1,"Discontinuo PT",2014,"9,48","9,48","8,36","0,064","0,064",590,340,320,,,,,,,,,,,,,,,,,,,,,,,IP23,,https://files.ledsc4.com/main-photo/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/1/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/2/30-4398-J7-J7,https://files.ledsc4.com/ambience-photo/3/30-4398-J7-J7,https://files.ledsc4.com/detail-photo/1/30-4398-J7-J7,,https://files.ledsc4.com/imc/30-4398-J7-J7.html,,,https://files.ledsc4.com/pl/30-4398-J7-J7.html,https://files.ledsc4.com/ft3/pt/30-4398-J7-J7.html,https://files.ledsc4.com/3d/30-4398-J7-J7.html,,,,,NA-Accessory,,,,
15-0074-14-05,V0,Sim,"Superfície de Teto",8435111088166,"Pipe Double",Decorative,"65,51",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/15-0074-14-05.html,"SUPERFÍCIE DE TETO PIPE DOUBLE GU10 16W BRANCO 605LM","LedsC4 Pipe Double 15-0074-14-05  Superfície de Teto de uso interior para iluminar para baixo.   Composições ideais de deco-tech. Design minimalista. Muito versátil. Múltiplas instalações. Muito personalizável: acessórios, acabamentos… Ótima relação preço-rendimento. Ótimo conforto visual. Dupla instalação encastrado/superfície. Fácil instalação. Coleção completa com produtos complementares. Alta durabilidade para um uso intensivo. Fonte de luz orientável. Material da estrutura: Alumínio, Aço. Acabamento estrutura: Branco. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.82 Comprimento do produto (mm): 204 Largura ou diâmetro do produto (mm): 68 Altura do produto (mm): 140  Classe 1. Teste de fio incandescente: 850. IP: IP23. Potência total: 16.",9405199090,"Alumínio, Aço",Branco,204,68,140,,,Não,"NA EPREL",6,"Discontinuo PT",2012,"1,12","6,72","0,82","0,005","0,03",240,180,85,,,,,,,380,290,270,,,,,,,16,,605,,,MEDIUM,,IP23,,https://files.ledsc4.com/main-photo/15-0074-14-05,https://files.ledsc4.com/ambience-photo/1/15-0074-14-05,,,,,https://files.ledsc4.com/imc/15-0074-14-05.html,,https://files.ledsc4.com/fm/15-0074-14-05.html,https://files.ledsc4.com/pl/15-0074-14-05.html,https://files.ledsc4.com/ft3/pt/15-0074-14-05.html,https://files.ledsc4.com/3d/15-0074-14-05.html,https://files.ledsc4.com/ies/15-0074-14-05.html,https://files.ledsc4.com/ldt/15-0074-14-05.html,,RETILAP-DECORATIVE,FX-INC-I,,,,"Pipe Ceiling Double"
10-1523-21-21,V0,Não,"Candeeiro de mesa",8435381449995,Elva,Decorative,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/10-1523-21-21.html,"CANDEEIRO DE MESA ELVA LED 8W 3000K CROMADO 301LM","LedsC4 Elva 10-1523-21-21  Candeeiro de mesa de uso interior para iluminar para baixo.   Design senza tempo. Acabamentos banhados de alta qualidade. Ótimo conforto visual. Fonte de luz orientável. Material da estrutura: Alumínio, Aço. Acabamento estrutura: Cromado. Garantia: 2 Anos.  Peso líquido do produto (kg): 1.95 Largura ou diâmetro do produto (mm): 65 Altura do produto (mm): 550 Saída do produto (mm): 360  Classe 2. IP: IP20. LED. N.º de casquilhos ou LED: 1. Marca do LED: CITIZEN. Potência máxima da fonte de luz: 6W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR:  19.8. Risco fotobiológico: RG1. Fluxo real (lm): 301. Fluxo nominal (lm): 434. Lm/W reais: 38. Intervalo de tensão / frequência: 100-240. Tensão: 9.1. Equipamento incluído: Sim. Equipamento multitensão incluído. Potência total: 8. Fator de potência: 0.49.",9405219090,"Alumínio, Aço",Cromado,,65,550,360,"1xLED 6 434 lm",Sim,F,6,"Descatalogado PT",2012,"2,83","16,98","1,95","0,016","0,096",615,225,95,,,,,,,,,,,,,,,,8,434,301,3000K,80,,,IP20,,https://files.ledsc4.com/main-photo/10-1523-21-21,,,,,,https://files.ledsc4.com/imc/10-1523-21-21.html,https://files.ledsc4.com/el/10-1523-21-21.html,https://files.ledsc4.com/fm/10-1523-21-21.html,https://files.ledsc4.com/pl/10-1523-21-21.html,,https://files.ledsc4.com/3d/10-1523-21-21.html,https://files.ledsc4.com/ies/10-1523-21-21.html,https://files.ledsc4.com/ldt/10-1523-21-21.html,,,FX-LED-II,,,,
05-1411-21-F9,V0,Sim,"Casa de banho",8435111098707,"Dresde On",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/05-1411-21-F9.html,"CASA DE BANHO IP44 DRESDE ON E14 9W CROMADO","LedsC4 Dresde On 05-1411-21-F9  Casa de banho de uso interior para iluminar para a frente.   Design senza tempo. Fácil instalação. Proteção IP ideal para casas de banho. Alta durabilidade para um uso intensivo. Material da estrutura: Aço, Alumínio. Acabamento estrutura: Cromado. Material do difusor: Vidro. Acabamento difusor: Branco. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.9 Largura ou diâmetro do produto (mm): 58 Altura do produto (mm): 220 Saída do produto (mm): 110  Classe 1. Teste de fio incandescente: 850. IP: IP44. Potência total: 9.",9405199090,"Aço, Alumínio, Vidro","Cromado, Branco",,58,220,110,,Não,"NA EPREL",6,"Descatalogado PT",2012,"1,32","7,92","0,9","0,008","0,048",215,195,165,,,,,,,410,235,535,,,,,,,9,,,,,,,IP44,,https://files.ledsc4.com/main-photo/05-1411-21-F9,https://files.ledsc4.com/ambience-photo/1/05-1411-21-F9,https://files.ledsc4.com/ambience-photo/2/05-1411-21-F9,,https://files.ledsc4.com/detail-photo/1/05-1411-21-F9,https://files.ledsc4.com/detail-photo/2/05-1411-21-F9,https://files.ledsc4.com/imc/05-1411-21-F9.html,,,https://files.ledsc4.com/pl/05-1411-21-F9.html,,https://files.ledsc4.com/3d/05-1411-21-F9.html,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
