Referenz,Version,Vorbestimmt,Typ,EAN13,Familie,Katalog,Nationaltarif,Garantie,"Etiqueta V/f","Full de dades",Beschreibung,masterfile.tender_text,masterfile.codi_duaner,Material,Fertig,Lang,Breite,Höhe,Projektion,Lichtquelle,"Eine Glühbirne einschließen",Energieeffizienz,"Masterbox Einheiten","Produkt aus dem Katalog entfernt",Produktstart,"Verpacktes Gewicht (kg)","Weight master box","Pes net (Kg)","Volumen Einheit (m3)","Volume Master box (m3)","Length Box 1","Kastenbreite 1","Höhenkiste 1","Length Box 2","Kastenbreite 2","Höhenkiste 2","Length Box 3","Kastenbreite 3","Höhenkiste 3","Length MB 1","Breitbahn 1","Höhe MB 1","Length MB 2","Breitbahn 2","Höhe MB 2","Length MB 3","Breitbahn 3","Höhe MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Temperatur de color LED (K)",CRI,Lichtstrahl,Regulierungstyp,IP,IK,"Web Bild","Umgebungsbild 1","Umgebungsbild 2","Umgebungsbild 3","Detailbild 1","Detailbild 2",IMC,EE,Fotometrie,masterfile.ploma_comercial,Zubehör,3D,masterfile.ies,masterfile.ldt,Kenia-Code,"RETILAP Codi","Marroc Codi","Landeskodex 4","Landeskodex 5","Landeskode 6",Model
91-5563-00-00L,V0,Ja,LED-Bänder,8435575372399,"On Basic 4,8 Custom Size",Architectural,,3,24VDC,https://files.ledsc4.com/ft2/de/91-5563-00-00L.html,"LED-BANDER ON BASIC 4,8 CUSTOM SIZE 24W 2700K CRI 80 IP65","LedsC4 On Basic 4,8 Custom Size 91-5563-00-00L  LED-Bänder für den Innenbereich  Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.24 Breite oder Durchmesser des Produkts (mm): 10.5 Produkthöhe (mm): 4 Gewicht in kg (verpackt): 0.3  Klasse 3. IP: IP65. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 24W. Farbtemperatur: 2700K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. Photobiologisches Risiko: RG0. Spannung: 3. Netzteil inklusive: Nein, aber erforderlich. Gesamtleistung: 24.",9405423100,,,,"10,5",4,,,Ja,F,80,"Eingestellt DE",2020,"0,3",24,"0,24","0,001","0,08",210,240,20,,,,,,,,,,,,,,,,24,,,2700K,80,,,IP65,,https://files.ledsc4.com/main-photo/91-5563-00-00L,,,,,,https://files.ledsc4.com/imc/91-5563-00-00L.html,https://files.ledsc4.com/el/91-5563-00-00L.html,,,,,,,,"RETILAP-CINTA LED",FX-LED-II,,,,
91-5571-00-00L,V0,Ja,LED-Bänder,8435575372429,"On Basic 28,8 Custom Size",Architectural,,3,24VDC,https://files.ledsc4.com/ft2/de/91-5571-00-00L.html,"LED-BANDER ON BASIC 28,8 CUSTOM SIZE 720W 2700K CRI 80 IP20 2682LM","LedsC4 On Basic 28,8 Custom Size 91-5571-00-00L  LED-Bänder für den Innenbereich  Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.14 Gewicht in kg (verpackt): 0.21  Klasse 3. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 720W. Farbtemperatur: 2700K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 44.5. Photobiologisches Risiko: RG1. Lichtstrom (lm): 2682. Reale Lm/W: 4. Spannung: 3. Netzteil inklusive: Nein, aber erforderlich. Gesamtleistung: 720.",9405423100,,,,,,,,Ja,,1000,"Eingestellt DE",2020,"0,21",210,"0,14","0,001",1,210,10,240,,,,,,,,,,,,,,,,720,,2682,2700K,80,SPOT,,IP20,,https://files.ledsc4.com/main-photo/91-5571-00-00L,,,,,,https://files.ledsc4.com/imc/91-5571-00-00L.html,,,,,,,,,"RETILAP-CINTA LED","LED STRIP-III",,,,"On Basic 28,8"
PX-0152-ANT,V0,Ja,Strahler,8435629748637,"Pro Small",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/PX-0152-ANT.html,"STRAHLER IP66 PRO SMALL LED 10.2W 4000K SCHALTBAR ANTHRAZIT 1400.00","LedsC4 Pro Small PX-0152-ANT  Strahler  Kabelmeter: 0.9. Schwenkbare Lichtquelle. Material Körper: Aluminium. Oberfläche Körper: Anthrazit. Material Diffusor: Glas. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.32 Produktlänge (mm): 100 Produkthöhe (mm): 125 Ausgang des Produktes (mm): 92 Gewicht in kg (verpackt): 0.38  Klasse 1. IP: IP66. IK: IK04. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 10W. Farbtemperatur: 4000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.9. Photobiologisches Risiko: RG1. Lichtstrom (lm): 312. Nominaler Lichtstrom (lm): 1400. Reale Lm/W: 31. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 6. Netzteil inklusive: Ja. Gesamtleistung: 10.2. dimmbares Betriebsgerät inklusive: Schaltbar.",9405421000,"Aluminium, Glas","Anthrazit, Durchsichtig",100,,125,92,"1xLED 10 1400.00 lm",Ja,E,20,"Eingestellt DE",2021,"0,38","7,6","0,32","0,001","0,02",105,30,170,,,,,,,,,,,,,,,,"10,2","1400,00",312,4000K,80,FLOOD,Schaltbar,IP66,IK04,https://files.ledsc4.com/main-photo/PX-0152-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0152-ANT,,,,,https://files.ledsc4.com/imc/PX-0152-ANT.html,https://files.ledsc4.com/el/PX-0152-ANT.html,https://files.ledsc4.com/fm/PX-0152-ANT.html,,,,https://files.ledsc4.com/ies/PX-0152-ANT.html,https://files.ledsc4.com/ldt/PX-0152-ANT.html,,RETILAP-APLIQUE,FX-LED-I,,,,
AG13-13X9M2OU14,V0,Ja,Deckeneinbauleuchten,8435629769502,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG13-13X9M2OU14.html,"DECKENEINBAULEUCHTEN PLAY HIGH VISUAL CONFORT ROUND FIXED LED 14.3W 4000K CRI 92","LedsC4 Play High Visual Confort Round Fixed AG13-13X9M2OU14  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.33 Breite oder Durchmesser des Produkts (mm): 90 Produkthöhe (mm): 127 Durchmesser des Einbaulochs (mm): 78 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 0.4  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 11.9W. Farbtemperatur: 4000K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 19.2. Photobiologisches Risiko: RG2. % de Flickering: &lt;5%. Lichtstrom (lm): 1528. Reale Lm/W: 107. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 36. Netzteil inklusive: Ja. Gesamtleistung: 14.3. Leistungsfaktor: 0.88. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,90,127,,,Ja,E,16,"Eingestellt DE",2021,"0,4","6,4","0,33","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"14,3",,1528,4000K,92,"MEDIUM + HONEYCOMB",Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-13X9M2OU14,,,,,,https://files.ledsc4.com/imc/AG13-13X9M2OU14.html,https://files.ledsc4.com/el/AG13-13X9M2OU14.html,https://files.ledsc4.com/fm/AG13-13X9M2OU14.html,,https://files.ledsc4.com/ft3/de/AG13-13X9M2OU14.html,https://files.ledsc4.com/3d/AG13-13X9M2OU14.html,https://files.ledsc4.com/ies/AG13-13X9M2OU14.html,https://files.ledsc4.com/ldt/AG13-13X9M2OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG13-P7V9F1OU14,V0,Ja,Deckeneinbauleuchten,8435629770164,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG13-P7V9F1OU14.html,"DECKENEINBAULEUCHTEN PLAY HIGH VISUAL CONFORT ROUND FIXED LED 8.5W 2700K CRI 92 ","LedsC4 Play High Visual Confort Round Fixed AG13-P7V9F1OU14  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.26 Breite oder Durchmesser des Produkts (mm): 90 Produkthöhe (mm): 107 Durchmesser des Einbaulochs (mm): 78 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 0.32  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 15.0. Photobiologisches Risiko: RG1. Lichtstrom (lm): 612. Reale Lm/W: 72. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,90,107,,,Ja,F,16,"Eingestellt DE",2021,"0,32","5,12","0,26","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,612,2700K,92,FLOOD,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-P7V9F1OU14,,,,,,https://files.ledsc4.com/imc/AG13-P7V9F1OU14.html,https://files.ledsc4.com/el/AG13-P7V9F1OU14.html,https://files.ledsc4.com/fm/AG13-P7V9F1OU14.html,,https://files.ledsc4.com/ft3/de/AG13-P7V9F1OU14.html,https://files.ledsc4.com/3d/AG13-P7V9F1OU14.html,https://files.ledsc4.com/ies/AG13-P7V9F1OU14.html,https://files.ledsc4.com/ldt/AG13-P7V9F1OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG13-P7W9F1OU14,V0,Ja,Deckeneinbauleuchten,8435629770423,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG13-P7W9F1OU14.html,"DECKENEINBAULEUCHTEN PLAY HIGH VISUAL CONFORT ROUND FIXED LED 8.5W 3000K CRI 92 ","LedsC4 Play High Visual Confort Round Fixed AG13-P7W9F1OU14  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.26 Breite oder Durchmesser des Produkts (mm): 90 Produkthöhe (mm): 107 Durchmesser des Einbaulochs (mm): 78 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 0.32  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 3000K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 15.5. Photobiologisches Risiko: RG1. Lichtstrom (lm): 710. Reale Lm/W: 83. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,90,107,,,Ja,F,16,"Eingestellt DE",2021,"0,32","5,12","0,26","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,710,3000K,92,FLOOD,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-P7W9F1OU14,,,,,,https://files.ledsc4.com/imc/AG13-P7W9F1OU14.html,https://files.ledsc4.com/el/AG13-P7W9F1OU14.html,https://files.ledsc4.com/fm/AG13-P7W9F1OU14.html,,https://files.ledsc4.com/ft3/de/AG13-P7W9F1OU14.html,https://files.ledsc4.com/3d/AG13-P7W9F1OU14.html,https://files.ledsc4.com/ies/AG13-P7W9F1OU14.html,https://files.ledsc4.com/ldt/AG13-P7W9F1OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG13-P7X9F1OU14,V0,Ja,Deckeneinbauleuchten,8435629770683,"Play High Visual Confort Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG13-P7X9F1OU14.html,"DECKENEINBAULEUCHTEN PLAY HIGH VISUAL CONFORT ROUND FIXED LED 8.5W 4000K CRI 92 ","LedsC4 Play High Visual Confort Round Fixed AG13-P7X9F1OU14  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.26 Breite oder Durchmesser des Produkts (mm): 90 Produkthöhe (mm): 107 Durchmesser des Einbaulochs (mm): 78 Zulässige Stärke der Decke: 0-25 Gewicht in kg (verpackt): 0.32  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 4000K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 15.5. Photobiologisches Risiko: RG2. Lichtstrom (lm): 710. Reale Lm/W: 83. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,90,107,,,Ja,F,16,"Eingestellt DE",2021,"0,32","5,12","0,26","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,710,4000K,92,FLOOD,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG13-P7X9F1OU14,,,,,,https://files.ledsc4.com/imc/AG13-P7X9F1OU14.html,https://files.ledsc4.com/el/AG13-P7X9F1OU14.html,https://files.ledsc4.com/fm/AG13-P7X9F1OU14.html,,https://files.ledsc4.com/ft3/de/AG13-P7X9F1OU14.html,https://files.ledsc4.com/3d/AG13-P7X9F1OU14.html,https://files.ledsc4.com/ies/AG13-P7X9F1OU14.html,https://files.ledsc4.com/ldt/AG13-P7X9F1OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Fixed"
AG14-P7W9M2OU14,V0,Ja,Deckeneinbauleuchten,8435629772663,"Play High Visual Comfort Round Adjustable",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG14-P7W9M2OU14.html,"DECKENEINBAULEUCHTEN PLAY HIGH VISUAL COMFORT ROUND ADJUSTABLE LED 8.5W 3000K CR","LedsC4 Play High Visual Comfort Round Adjustable AG14-P7W9M2OU14  Deckeneinbauleuchten für den Innenbereich  Schwenkbare Lichtquelle. Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.29 Breite oder Durchmesser des Produkts (mm): 100 Produkthöhe (mm): 101 Durchmesser des Einbaulochs (mm): 90 Zulässige Stärke der Decke: 0-18 Gewicht in kg (verpackt): 0.35  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 3000K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 14.7. Photobiologisches Risiko: RG1. Lichtstrom (lm): 725. Reale Lm/W: 85. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,100,101,,,Ja,F,16,"Eingestellt DE",2021,"0,35","5,6","0,29","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,725,3000K,92,MEDIUM,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG14-P7W9M2OU14,,,,,,https://files.ledsc4.com/imc/AG14-P7W9M2OU14.html,https://files.ledsc4.com/el/AG14-P7W9M2OU14.html,https://files.ledsc4.com/fm/AG14-P7W9M2OU14.html,,https://files.ledsc4.com/ft3/de/AG14-P7W9M2OU14.html,https://files.ledsc4.com/3d/AG14-P7W9M2OU14.html,https://files.ledsc4.com/ies/AG14-P7W9M2OU14.html,https://files.ledsc4.com/ldt/AG14-P7W9M2OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Round Adjustable"
AG11-P7V9M2OU60,V0,Ja,Deckeneinbauleuchten,8435629765061,"Play Flat Round Fixed",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG11-P7V9M2OU60.html,"DECKENEINBAULEUCHTEN PLAY FLAT ROUND FIXED LED 8.5W 2700K CRI 92 27.7º SCHALTBA","LedsC4 Play Flat Round Fixed AG11-P7V9M2OU60  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Schwarz. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.18 Breite oder Durchmesser des Produkts (mm): 65 Produkthöhe (mm): 67 Durchmesser des Einbaulochs (mm): 58 Zulässige Stärke der Decke: 0-13 Gewicht in kg (verpackt): 0.25  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. Glühdrahtprüfung: 850. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 15.6. Photobiologisches Risiko: RG1. Lichtstrom (lm): 629. Reale Lm/W: 74. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Schwarz, Durchsichtig",,65,67,,,Ja,F,16,"Eingestellt DE",2021,"0,25",4,"0,18","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,629,2700K,92,MEDIUM,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG11-P7V9M2OU60,,,,,,https://files.ledsc4.com/imc/AG11-P7V9M2OU60.html,https://files.ledsc4.com/el/AG11-P7V9M2OU60.html,https://files.ledsc4.com/fm/AG11-P7V9M2OU60.html,,https://files.ledsc4.com/ft3/de/AG11-P7V9M2OU60.html,https://files.ledsc4.com/3d/AG11-P7V9M2OU60.html,https://files.ledsc4.com/ies/AG11-P7V9M2OU60.html,https://files.ledsc4.com/ldt/AG11-P7V9M2OU60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Round Fixed"
AG24-P7V9M2OUWP,V0,Ja,Deckeneinbauleuchten,8435629798342,"Play Deco Symmetrical Round Fixed Trimless",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG24-P7V9M2OUWP.html,"DECKENEINBAULEUCHTEN PLAY DECO SYMMETRICAL ROUND FIXED TRIMLESS LED 8.5W 2700K C","LedsC4 Play Deco Symmetrical Round Fixed Trimless AG24-P7V9M2OUWP  Deckeneinbauleuchten  Material Körper: Polycarbonat, Aluminium. Oberfläche Körper: Trimless/Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.23 Produktlänge (mm): 127 Produkthöhe (mm): 95 Durchmesser des Einbaulochs (mm): 75 Zulässige Stärke der Decke: 0-15 Gewicht in kg (verpackt): 0.3  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. Glühdrahtprüfung: 850. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: VOSSLOH-SCHWABE. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 14.3. Photobiologisches Risiko: RG1. Lichtstrom (lm): 628. Reale Lm/W: 74. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Polycarbonat, Aluminium, PMMA","Trimless/Weiß, Durchsichtig",127,,95,,,Ja,F,16,"Eingestellt DE",2021,"0,3","4,8","0,23","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,628,2700K,92,MEDIUM,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG24-P7V9M2OUWP,,,,,,https://files.ledsc4.com/imc/AG24-P7V9M2OUWP.html,https://files.ledsc4.com/el/AG24-P7V9M2OUWP.html,https://files.ledsc4.com/fm/AG24-P7V9M2OUWP.html,,https://files.ledsc4.com/ft3/de/AG24-P7V9M2OUWP.html,https://files.ledsc4.com/3d/AG24-P7V9M2OUWP.html,https://files.ledsc4.com/ies/AG24-P7V9M2OUWP.html,https://files.ledsc4.com/ldt/AG24-P7V9M2OUWP.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Deco Symmetrical Round Fixed Trimless"
AG36-P3W8M2OU14,V0,Ja,Deckeneinbauleuchten,8445386038728,"Play High Visual Comfort Mini Round Fixed",Architectural,,2,"100-277V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG36-P3W8M2OU14.html,"DECKENEINBAULEUCHTEN PLAY HIGH VISUAL COMFORT MINI ROUND FIXED LED 4.5W 3000K CR","LedsC4 Play High Visual Comfort Mini Round Fixed AG36-P3W8M2OU14  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.11 Breite oder Durchmesser des Produkts (mm): 45 Produkthöhe (mm): 50 Durchmesser des Einbaulochs (mm): 40 Zulässige Stärke der Decke: 0-15 Gewicht in kg (verpackt): 0.14  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. Glühdrahtprüfung: 850. IP: IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 3.2W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 17.2. Photobiologisches Risiko: RG1. % de Flickering: &lt;5%. Lichtstrom (lm): 344. Reale Lm/W: 76. Spannungs-/Frequenzbereich: 100-240V, 50/60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 4.5. Leistungsfaktor: 0.50. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,45,50,,,Ja,E,36,"Eingestellt DE",2021,"0,14","5,04","0,11","0,001","0,036",130,90,50,,,,,,,,,,,,,,,,"4,5",,344,3000K,80,MEDIUM,Schaltbar,IP54,,https://files.ledsc4.com/main-photo/AG36-P3W8M2OU14,,,,,,https://files.ledsc4.com/imc/AG36-P3W8M2OU14.html,https://files.ledsc4.com/el/AG36-P3W8M2OU14.html,https://files.ledsc4.com/fm/AG36-P3W8M2OU14.html,,https://files.ledsc4.com/ft3/de/AG36-P3W8M2OU14.html,https://files.ledsc4.com/3d/AG36-P3W8M2OU14.html,https://files.ledsc4.com/ies/AG36-P3W8M2OU14.html,https://files.ledsc4.com/ldt/AG36-P3W8M2OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Mini Round Fixed"
